,teacher,subject,unavailable_time,unavailable_day,priority,location,grade,available_time,available_day
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g8,5,10
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g8,5,11
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g8,5,12
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,0
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,1
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,2
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,4
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,7
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,9
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,10
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,11
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,0,12
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,0
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,1
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,2
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,4
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,7
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,9
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,10
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,11
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,1,12
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,0
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,1
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,2
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,4
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,7
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,9
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,10
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,11
2,t_3,literature,"2,3,4","8,6,5,3,13",3,c,g9,5,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,0,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,1,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g7,5,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,0,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,1,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g8,5,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,0,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,1,12
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,0
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,1
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,2
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,4
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,7
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,9
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,10
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,11
2,t_3,social_science,"2,3,4","8,6,5,3,13",3,c,g9,5,12
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,0
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,0
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,0
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,1
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,1
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,1
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,3
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,3
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,3
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,4
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,4
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,4
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,7
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,7
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,7
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,8
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,8
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,8
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,9
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,9
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,9
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,10
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,10
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,10
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,11
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,11
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,11
3,t_4,english,"4,5","6,13,2,5",4,a,g10,0,12
3,t_4,english,"4,5","6,13,2,5",4,b,g10,0,12
3,t_4,english,"4,5","6,13,2,5",4,c,g10,0,12
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,0
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,0
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,0
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,1
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,1
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,1
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,3
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,3
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,3
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,4
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,4
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,4
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,7
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,7
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,7
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,8
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,8
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,8
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,9
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,9
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,9
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,10
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,10
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,10
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,11
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,11
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,11
3,t_4,english,"4,5","6,13,2,5",4,a,g10,1,12
3,t_4,english,"4,5","6,13,2,5",4,b,g10,1,12
3,t_4,english,"4,5","6,13,2,5",4,c,g10,1,12
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,0
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,0
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,0
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,1
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,1
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,1
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,3
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,3
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,3
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,4
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,4
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,4
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,7
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,7
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,7
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,8
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,8
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,8
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,9
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,9
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,9
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,10
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,10
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,10
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,11
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,11
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,11
3,t_4,english,"4,5","6,13,2,5",4,a,g10,2,12
3,t_4,english,"4,5","6,13,2,5",4,b,g10,2,12
3,t_4,english,"4,5","6,13,2,5",4,c,g10,2,12
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,0
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,0
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,0
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,1
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,1
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,1
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,3
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,3
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,3
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,4
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,4
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,4
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,7
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,7
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,7
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,8
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,8
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,8
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,9
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,9
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,9
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,10
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,10
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,10
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,11
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,11
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,11
3,t_4,english,"4,5","6,13,2,5",4,a,g10,3,12
3,t_4,english,"4,5","6,13,2,5",4,b,g10,3,12
3,t_4,english,"4,5","6,13,2,5",4,c,g10,3,12
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,0
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,0
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,0
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,1
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,1
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,1
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,3
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,3
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,3
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,4
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,4
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,4
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,7
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,7
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,7
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,8
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,8
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,8
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,9
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,9
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,9
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,10
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,10
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,10
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,11
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,11
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,11
3,t_4,english,"4,5","6,13,2,5",4,a,g11,0,12
3,t_4,english,"4,5","6,13,2,5",4,b,g11,0,12
3,t_4,english,"4,5","6,13,2,5",4,c,g11,0,12
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,0
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,0
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,0
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,1
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,1
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,1
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,3
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,3
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,3
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,4
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,4
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,4
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,7
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,7
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,7
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,8
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,8
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,8
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,9
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,9
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,9
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,10
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,10
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,10
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,11
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,11
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,11
3,t_4,english,"4,5","6,13,2,5",4,a,g11,1,12
3,t_4,english,"4,5","6,13,2,5",4,b,g11,1,12
3,t_4,english,"4,5","6,13,2,5",4,c,g11,1,12
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,0
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,0
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,0
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,1
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,1
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,1
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,3
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,3
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,3
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,4
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,4
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,4
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,7
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,7
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,7
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,8
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,8
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,8
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,9
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,9
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,9
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,10
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,10
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,10
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,11
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,11
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,11
3,t_4,english,"4,5","6,13,2,5",4,a,g11,2,12
3,t_4,english,"4,5","6,13,2,5",4,b,g11,2,12
3,t_4,english,"4,5","6,13,2,5",4,c,g11,2,12
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,0
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,0
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,0
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,1
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,1
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,1
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,3
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,3
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,3
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,4
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,4
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,4
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,7
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,7
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,7
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,8
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,8
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,8
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,9
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,9
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,9
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,10
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,10
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,10
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,11
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,11
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,11
3,t_4,english,"4,5","6,13,2,5",4,a,g11,3,12
3,t_4,english,"4,5","6,13,2,5",4,b,g11,3,12
3,t_4,english,"4,5","6,13,2,5",4,c,g11,3,12
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,0
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,0
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,1
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,1
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,2
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,2
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,3
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,3
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,4
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,4
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,5
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,5
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,7
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,7
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,8
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,8
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,10
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,10
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,11
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,11
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,0,12
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,0,12
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,0
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,0
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,1
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,1
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,2
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,2
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,3
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,3
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,4
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,4
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,5
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,5
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,7
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,7
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,8
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,8
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,10
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,10
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,11
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,11
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,2,12
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,2,12
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,0
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,0
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,1
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,1
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,2
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,2
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,3
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,3
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,4
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,4
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,5
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,5
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,7
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,7
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,8
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,8
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,10
