,teacher,available_time,available_day,subject,grade,priority,location
32221,t_3,7,35,english,g3,0,77
32232,t_3,8,35,english,g3,0,77
32243,t_3,6,37,english,g3,0,77
32254,t_3,7,37,english,g3,0,77
32265,t_3,8,37,english,g3,0,77
32276,t_3,9,38,english,g3,0,77
32287,t_3,9,39,english,g3,0,77
32298,t_3,9,40,english,g3,0,77
32309,t_3,9,41,english,g3,0,77
32320,t_3,6,7,english,g4,0,77
32331,t_3,7,7,english,g4,0,77
32342,t_3,8,7,english,g4,0,77
32353,t_3,9,7,english,g4,0,77
32364,t_3,7,9,english,g4,0,77
32375,t_3,8,9,english,g4,0,77
32386,t_3,9,9,english,g4,0,77
32397,t_3,6,10,english,g4,0,77
32408,t_3,7,10,english,g4,0,77
32419,t_3,8,10,english,g4,0,77
32430,t_3,9,10,english,g4,0,77
32441,t_3,7,11,english,g4,0,77
32452,t_3,8,11,english,g4,0,77
32463,t_3,9,11,english,g4,0,77
32474,t_3,7,13,english,g4,0,77
32485,t_3,8,13,english,g4,0,77
32496,t_3,9,13,english,g4,0,77
32507,t_3,6,14,english,g4,0,77
32518,t_3,7,14,english,g4,0,77
32529,t_3,8,14,english,g4,0,77
32540,t_3,6,16,english,g4,0,77
32551,t_3,7,16,english,g4,0,77
32562,t_3,8,16,english,g4,0,77
32573,t_3,6,17,english,g4,0,77
32584,t_3,7,17,english,g4,0,77
32595,t_3,8,17,english,g4,0,77
32606,t_3,9,17,english,g4,0,77
32617,t_3,6,18,english,g4,0,77
32628,t_3,7,18,english,g4,0,77
32639,t_3,8,18,english,g4,0,77
32650,t_3,9,18,english,g4,0,77
32661,t_3,6,19,english,g4,0,77
32672,t_3,7,19,english,g4,0,77
32683,t_3,8,19,english,g4,0,77
32694,t_3,7,22,english,g4,0,77
32705,t_3,8,22,english,g4,0,77
32716,t_3,6,23,english,g4,0,77
32727,t_3,7,23,english,g4,0,77
32738,t_3,8,23,english,g4,0,77
32749,t_3,9,23,english,g4,0,77
32760,t_3,6,24,english,g4,0,77
32771,t_3,7,24,english,g4,0,77
32782,t_3,8,24,english,g4,0,77
32793,t_3,7,32,english,g4,0,77
32804,t_3,8,32,english,g4,0,77
32815,t_3,9,32,english,g4,0,77
32826,t_3,6,33,english,g4,0,77
32837,t_3,7,33,english,g4,0,77
32848,t_3,8,33,english,g4,0,77
32859,t_3,9,33,english,g4,0,77
32870,t_3,6,34,english,g4,0,77
32881,t_3,7,34,english,g4,0,77
32892,t_3,8,34,english,g4,0,77
32903,t_3,9,34,english,g4,0,77
32914,t_3,6,35,english,g4,0,77
32925,t_3,7,35,english,g4,0,77
32936,t_3,8,35,english,g4,0,77
32947,t_3,6,37,english,g4,0,77
32958,t_3,7,37,english,g4,0,77
32969,t_3,8,37,english,g4,0,77
32980,t_3,9,38,english,g4,0,77
32991,t_3,9,39,english,g4,0,77
33002,t_3,9,40,english,g4,0,77
33013,t_3,9,41,english,g4,0,77
33024,t_3,6,7,english,g5,0,77
33035,t_3,7,7,english,g5,0,77
33046,t_3,8,7,english,g5,0,77
33057,t_3,9,7,english,g5,0,77
33068,t_3,7,9,english,g5,0,77
33079,t_3,8,9,english,g5,0,77
33090,t_3,9,9,english,g5,0,77
33101,t_3,6,10,english,g5,0,77
33112,t_3,7,10,english,g5,0,77
33123,t_3,8,10,english,g5,0,77
33134,t_3,9,10,english,g5,0,77
33145,t_3,7,11,english,g5,0,77
33156,t_3,8,11,english,g5,0,77
33167,t_3,9,11,english,g5,0,77
33178,t_3,7,13,english,g5,0,77
33189,t_3,8,13,english,g5,0,77
33200,t_3,9,13,english,g5,0,77
33211,t_3,6,14,english,g5,0,77
33222,t_3,7,14,english,g5,0,77
33233,t_3,8,14,english,g5,0,77
33244,t_3,6,16,english,g5,0,77
33255,t_3,7,16,english,g5,0,77
33266,t_3,8,16,english,g5,0,77
33277,t_3,6,17,english,g5,0,77
33288,t_3,7,17,english,g5,0,77
33299,t_3,8,17,english,g5,0,77
33310,t_3,9,17,english,g5,0,77
33321,t_3,6,18,english,g5,0,77
33332,t_3,7,18,english,g5,0,77
33343,t_3,8,18,english,g5,0,77
33354,t_3,9,18,english,g5,0,77
33365,t_3,6,19,english,g5,0,77
33376,t_3,7,19,english,g5,0,77
33387,t_3,8,19,english,g5,0,77
33398,t_3,7,22,english,g5,0,77
33409,t_3,8,22,english,g5,0,77
33420,t_3,6,23,english,g5,0,77
33431,t_3,7,23,english,g5,0,77
33442,t_3,8,23,english,g5,0,77
33453,t_3,9,23,english,g5,0,77
33464,t_3,6,24,english,g5,0,77
33475,t_3,7,24,english,g5,0,77
33486,t_3,8,24,english,g5,0,77
33497,t_3,7,32,english,g5,0,77
33508,t_3,8,32,english,g5,0,77
33519,t_3,9,32,english,g5,0,77
33530,t_3,6,33,english,g5,0,77
33541,t_3,7,33,english,g5,0,77
33552,t_3,8,33,english,g5,0,77
33563,t_3,9,33,english,g5,0,77
33574,t_3,6,34,english,g5,0,77
33585,t_3,7,34,english,g5,0,77
33596,t_3,8,34,english,g5,0,77
33607,t_3,9,34,english,g5,0,77
33618,t_3,6,35,english,g5,0,77
33629,t_3,7,35,english,g5,0,77
33640,t_3,8,35,english,g5,0,77
33651,t_3,6,37,english,g5,0,77
33662,t_3,7,37,english,g5,0,77
33673,t_3,8,37,english,g5,0,77
33684,t_3,9,38,english,g5,0,77
33695,t_3,9,39,english,g5,0,77
33706,t_3,9,40,english,g5,0,77
33717,t_3,9,41,english,g5,0,77
33728,t_3,6,7,literature,g1,0,77
33739,t_3,7,7,literature,g1,0,77
33750,t_3,8,7,literature,g1,0,77
33761,t_3,9,7,literature,g1,0,77
33772,t_3,7,9,literature,g1,0,77
33783,t_3,8,9,literature,g1,0,77
33794,t_3,9,9,literature,g1,0,77
33805,t_3,6,10,literature,g1,0,77
33816,t_3,7,10,literature,g1,0,77
33827,t_3,8,10,literature,g1,0,77
33838,t_3,9,10,literature,g1,0,77
33849,t_3,7,11,literature,g1,0,77
33860,t_3,8,11,literature,g1,0,77
33871,t_3,9,11,literature,g1,0,77
33882,t_3,7,13,literature,g1,0,77
33893,t_3,8,13,literature,g1,0,77
33904,t_3,9,13,literature,g1,0,77
33915,t_3,6,14,literature,g1,0,77
33926,t_3,7,14,literature,g1,0,77
33937,t_3,8,14,literature,g1,0,77
33948,t_3,6,16,literature,g1,0,77
33959,t_3,7,16,literature,g1,0,77
33970,t_3,8,16,literature,g1,0,77
33981,t_3,6,17,literature,g1,0,77
33992,t_3,7,17,literature,g1,0,77
34003,t_3,8,17,literature,g1,0,77
34014,t_3,9,17,literature,g1,0,77
34025,t_3,6,18,literature,g1,0,77
34036,t_3,7,18,literature,g1,0,77
34047,t_3,8,18,literature,g1,0,77
34058,t_3,9,18,literature,g1,0,77
34069,t_3,6,19,literature,g1,0,77
34080,t_3,7,19,literature,g1,0,77
34091,t_3,8,19,literature,g1,0,77
34102,t_3,7,22,literature,g1,0,77
34113,t_3,8,22,literature,g1,0,77
34124,t_3,6,23,literature,g1,0,77
34135,t_3,7,23,literature,g1,0,77
34146,t_3,8,23,literature,g1,0,77
34157,t_3,9,23,literature,g1,0,77
34168,t_3,6,24,literature,g1,0,77
34179,t_3,7,24,literature,g1,0,77
34190,t_3,8,24,literature,g1,0,77
34201,t_3,7,32,literature,g1,0,77
34212,t_3,8,32,literature,g1,0,77
34223,t_3,9,32,literature,g1,0,77
34234,t_3,6,33,literature,g1,0,77
34245,t_3,7,33,literature,g1,0,77
34256,t_3,8,33,literature,g1,0,77
34267,t_3,9,33,literature,g1,0,77
34278,t_3,6,34,literature,g1,0,77
34289,t_3,7,34,literature,g1,0,77
34300,t_3,8,34,literature,g1,0,77
34311,t_3,9,34,literature,g1,0,77
34322,t_3,6,35,literature,g1,0,77
34333,t_3,7,35,literature,g1,0,77
34344,t_3,8,35,literature,g1,0,77
34355,t_3,6,37,literature,g1,0,77
34366,t_3,7,37,literature,g1,0,77
34377,t_3,8,37,literature,g1,0,77
34388,t_3,9,38,literature,g1,0,77
34399,t_3,9,39,literature,g1,0,77
34410,t_3,9,40,literature,g1,0,77
34421,t_3,9,41,literature,g1,0,77
34432,t_3,6,7,literature,g2,0,77
34443,t_3,7,7,literature,g2,0,77
34454,t_3,8,7,literature,g2,0,77
34465,t_3,9,7,literature,g2,0,77
34476,t_3,7,9,literature,g2,0,77
34487,t_3,8,9,literature,g2,0,77
34498,t_3,9,9,literature,g2,0,77
34509,t_3,6,10,literature,g2,0,77
34520,t_3,7,10,literature,g2,0,77
34531,t_3,8,10,literature,g2,0,77
34542,t_3,9,10,literature,g2,0,77
34553,t_3,7,11,literature,g2,0,77
34564,t_3,8,11,literature,g2,0,77
34575,t_3,9,11,literature,g2,0,77
34586,t_3,7,13,literature,g2,0,77
34597,t_3,8,13,literature,g2,0,77
34608,t_3,9,13,literature,g2,0,77
34619,t_3,6,14,literature,g2,0,77
34630,t_3,7,14,literature,g2,0,77
34641,t_3,8,14,literature,g2,0,77
34652,t_3,6,16,literature,g2,0,77
34663,t_3,7,16,literature,g2,0,77
34674,t_3,8,16,literature,g2,0,77
34685,t_3,6,17,literature,g2,0,77
34696,t_3,7,17,literature,g2,0,77
34707,t_3,8,17,literature,g2,0,77
34718,t_3,9,17,literature,g2,0,77
34729,t_3,6,18,literature,g2,0,77
34740,t_3,7,18,literature,g2,0,77
34751,t_3,8,18,literature,g2,0,77
34762,t_3,9,18,literature,g2,0,77
34773,t_3,6,19,literature,g2,0,77
34784,t_3,7,19,literature,g2,0,77
34795,t_3,8,19,literature,g2,0,77
34806,t_3,7,22,literature,g2,0,77
34817,t_3,8,22,literature,g2,0,77
34828,t_3,6,23,literature,g2,0,77
34839,t_3,7,23,literature,g2,0,77
34850,t_3,8,23,literature,g2,0,77
34861,t_3,9,23,literature,g2,0,77
34872,t_3,6,24,literature,g2,0,77
34883,t_3,7,24,literature,g2,0,77
34894,t_3,8,24,literature,g2,0,77
34905,t_3,7,32,literature,g2,0,77
34916,t_3,8,32,literature,g2,0,77
34927,t_3,9,32,literature,g2,0,77
34938,t_3,6,33,literature,g2,0,77
34949,t_3,7,33,literature,g2,0,77
34960,t_3,8,33,literature,g2,0,77
34971,t_3,9,33,literature,g2,0,77
34982,t_3,6,34,literature,g2,0,77
34993,t_3,7,34,literature,g2,0,77
35004,t_3,8,34,literature,g2,0,77
35015,t_3,9,34,literature,g2,0,77
35026,t_3,6,35,literature,g2,0,77
35037,t_3,7,35,literature,g2,0,77
35048,t_3,8,35,literature,g2,0,77
35059,t_3,6,37,literature,g2,0,77
35070,t_3,7,37,literature,g2,0,77
35081,t_3,8,37,literature,g2,0,77
35092,t_3,9,38,literature,g2,0,77
35103,t_3,9,39,literature,g2,0,77
35114,t_3,9,40,literature,g2,0,77
35125,t_3,9,41,literature,g2,0,77
35136,t_3,6,7,literature,g3,0,77
35147,t_3,7,7,literature,g3,0,77
35158,t_3,8,7,literature,g3,0,77
35169,t_3,9,7,literature,g3,0,77
35180,t_3,7,9,literature,g3,0,77
35191,t_3,8,9,literature,g3,0,77
35202,t_3,9,9,literature,g3,0,77
35213,t_3,6,10,literature,g3,0,77
35224,t_3,7,10,literature,g3,0,77
35235,t_3,8,10,literature,g3,0,77
35246,t_3,9,10,literature,g3,0,77
35257,t_3,7,11,literature,g3,0,77
35268,t_3,8,11,literature,g3,0,77
35279,t_3,9,11,literature,g3,0,77
35290,t_3,7,13,literature,g3,0,77
35301,t_3,8,13,literature,g3,0,77
35312,t_3,9,13,literature,g3,0,77
35323,t_3,6,14,literature,g3,0,77
35334,t_3,7,14,literature,g3,0,77
35345,t_3,8,14,literature,g3,0,77
35356,t_3,6,16,literature,g3,0,77
35367,t_3,7,16,literature,g3,0,77
35378,t_3,8,16,literature,g3,0,77
35389,t_3,6,17,literature,g3,0,77
35400,t_3,7,17,literature,g3,0,77
35411,t_3,8,17,literature,g3,0,77
35422,t_3,9,17,literature,g3,0,77
35433,t_3,6,18,literature,g3,0,77
35444,t_3,7,18,literature,g3,0,77
35455,t_3,8,18,literature,g3,0,77
35466,t_3,9,18,literature,g3,0,77
35477,t_3,6,19,literature,g3,0,77
35488,t_3,7,19,literature,g3,0,77
35499,t_3,8,19,literature,g3,0,77
35510,t_3,7,22,literature,g3,0,77
35521,t_3,8,22,literature,g3,0,77
35532,t_3,6,23,literature,g3,0,77
35543,t_3,7,23,literature,g3,0,77
35554,t_3,8,23,literature,g3,0,77
35565,t_3,9,23,literature,g3,0,77
35576,t_3,6,24,literature,g3,0,77
35587,t_3,7,24,literature,g3,0,77
35598,t_3,8,24,literature,g3,0,77
35609,t_3,7,32,literature,g3,0,77
35620,t_3,8,32,literature,g3,0,77
35631,t_3,9,32,literature,g3,0,77
35642,t_3,6,33,literature,g3,0,77
35653,t_3,7,33,literature,g3,0,77
35664,t_3,8,33,literature,g3,0,77
35675,t_3,9,33,literature,g3,0,77
35686,t_3,6,34,literature,g3,0,77
35697,t_3,7,34,literature,g3,0,77
35708,t_3,8,34,literature,g3,0,77
35719,t_3,9,34,literature,g3,0,77
35730,t_3,6,35,literature,g3,0,77
35741,t_3,7,35,literature,g3,0,77
35752,t_3,8,35,literature,g3,0,77
35763,t_3,6,37,literature,g3,0,77
35774,t_3,7,37,literature,g3,0,77
35785,t_3,8,37,literature,g3,0,77
35796,t_3,9,38,literature,g3,0,77
35807,t_3,9,39,literature,g3,0,77
35818,t_3,9,40,literature,g3,0,77
35829,t_3,9,41,literature,g3,0,77
35840,t_3,6,7,literature,g4,0,77
35851,t_3,7,7,literature,g4,0,77
35862,t_3,8,7,literature,g4,0,77
35873,t_3,9,7,literature,g4,0,77
35884,t_3,7,9,literature,g4,0,77
35895,t_3,8,9,literature,g4,0,77
35906,t_3,9,9,literature,g4,0,77
35917,t_3,6,10,literature,g4,0,77
35928,t_3,7,10,literature,g4,0,77
35939,t_3,8,10,literature,g4,0,77
35950,t_3,9,10,literature,g4,0,77
35961,t_3,7,11,literature,g4,0,77
35972,t_3,8,11,literature,g4,0,77
35983,t_3,9,11,literature,g4,0,77
35994,t_3,7,13,literature,g4,0,77
36005,t_3,8,13,literature,g4,0,77
36016,t_3,9,13,literature,g4,0,77
36027,t_3,6,14,literature,g4,0,77
36038,t_3,7,14,literature,g4,0,77
36049,t_3,8,14,literature,g4,0,77
36060,t_3,6,16,literature,g4,0,77
36071,t_3,7,16,literature,g4,0,77
36082,t_3,8,16,literature,g4,0,77
36093,t_3,6,17,literature,g4,0,77
36104,t_3,7,17,literature,g4,0,77
36115,t_3,8,17,literature,g4,0,77
36126,t_3,9,17,literature,g4,0,77
36137,t_3,6,18,literature,g4,0,77
36148,t_3,7,18,literature,g4,0,77
36159,t_3,8,18,literature,g4,0,77
36170,t_3,9,18,literature,g4,0,77
36181,t_3,6,19,literature,g4,0,77
36192,t_3,7,19,literature,g4,0,77
36203,t_3,8,19,literature,g4,0,77
36214,t_3,7,22,literature,g4,0,77
36225,t_3,8,22,literature,g4,0,77
36236,t_3,6,23,literature,g4,0,77
36247,t_3,7,23,literature,g4,0,77
36258,t_3,8,23,literature,g4,0,77
36269,t_3,9,23,literature,g4,0,77
36280,t_3,6,24,literature,g4,0,77
36291,t_3,7,24,literature,g4,0,77
36302,t_3,8,24,literature,g4,0,77
36313,t_3,7,32,literature,g4,0,77
36324,t_3,8,32,literature,g4,0,77
36335,t_3,9,32,literature,g4,0,77
36346,t_3,6,33,literature,g4,0,77
36357,t_3,7,33,literature,g4,0,77
36368,t_3,8,33,literature,g4,0,77
36379,t_3,9,33,literature,g4,0,77
36390,t_3,6,34,literature,g4,0,77
36401,t_3,7,34,literature,g4,0,77
36412,t_3,8,34,literature,g4,0,77
36423,t_3,9,34,literature,g4,0,77
36434,t_3,6,35,literature,g4,0,77
36445,t_3,7,35,literature,g4,0,77
36456,t_3,8,35,literature,g4,0,77
36467,t_3,6,37,literature,g4,0,77
36478,t_3,7,37,literature,g4,0,77
36489,t_3,8,37,literature,g4,0,77
36500,t_3,9,38,literature,g4,0,77
36511,t_3,9,39,literature,g4,0,77
36522,t_3,9,40,literature,g4,0,77
36533,t_3,9,41,literature,g4,0,77
36544,t_3,6,7,literature,g5,0,77
36555,t_3,7,7,literature,g5,0,77
36566,t_3,8,7,literature,g5,0,77
36577,t_3,9,7,literature,g5,0,77
36588,t_3,7,9,literature,g5,0,77
36599,t_3,8,9,literature,g5,0,77
36610,t_3,9,9,literature,g5,0,77
36621,t_3,6,10,literature,g5,0,77
36632,t_3,7,10,literature,g5,0,77
36643,t_3,8,10,literature,g5,0,77
36654,t_3,9,10,literature,g5,0,77
36665,t_3,7,11,literature,g5,0,77
36676,t_3,8,11,literature,g5,0,77
36687,t_3,9,11,literature,g5,0,77
36698,t_3,7,13,literature,g5,0,77
36709,t_3,8,13,literature,g5,0,77
36720,t_3,9,13,literature,g5,0,77
36731,t_3,6,14,literature,g5,0,77
36742,t_3,7,14,literature,g5,0,77
36753,t_3,8,14,literature,g5,0,77
36764,t_3,6,16,literature,g5,0,77
36775,t_3,7,16,literature,g5,0,77
36786,t_3,8,16,literature,g5,0,77
36797,t_3,6,17,literature,g5,0,77
36808,t_3,7,17,literature,g5,0,77
36819,t_3,8,17,literature,g5,0,77
36830,t_3,9,17,literature,g5,0,77
36841,t_3,6,18,literature,g5,0,77
36852,t_3,7,18,literature,g5,0,77
36863,t_3,8,18,literature,g5,0,77
36874,t_3,9,18,literature,g5,0,77
36885,t_3,6,19,literature,g5,0,77
36896,t_3,7,19,literature,g5,0,77
36907,t_3,8,19,literature,g5,0,77
36918,t_3,7,22,literature,g5,0,77
36929,t_3,8,22,literature,g5,0,77
36940,t_3,6,23,literature,g5,0,77
36951,t_3,7,23,literature,g5,0,77
36962,t_3,8,23,literature,g5,0,77
36973,t_3,9,23,literature,g5,0,77
36984,t_3,6,24,literature,g5,0,77
36995,t_3,7,24,literature,g5,0,77
37006,t_3,8,24,literature,g5,0,77
37017,t_3,7,32,literature,g5,0,77
37028,t_3,8,32,literature,g5,0,77
37039,t_3,9,32,literature,g5,0,77
37050,t_3,6,33,literature,g5,0,77
37061,t_3,7,33,literature,g5,0,77
37072,t_3,8,33,literature,g5,0,77
37083,t_3,9,33,literature,g5,0,77
37094,t_3,6,34,literature,g5,0,77
37105,t_3,7,34,literature,g5,0,77
37116,t_3,8,34,literature,g5,0,77
37127,t_3,9,34,literature,g5,0,77
37138,t_3,6,35,literature,g5,0,77
37149,t_3,7,35,literature,g5,0,77
37160,t_3,8,35,literature,g5,0,77
37171,t_3,6,37,literature,g5,0,77
37182,t_3,7,37,literature,g5,0,77
37193,t_3,8,37,literature,g5,0,77
37204,t_3,9,38,literature,g5,0,77
37215,t_3,9,39,literature,g5,0,77
37226,t_3,9,40,literature,g5,0,77
37237,t_3,9,41,literature,g5,0,77
37248,t_3,6,7,math,g1,0,77
37259,t_3,7,7,math,g1,0,77
37270,t_3,8,7,math,g1,0,77
37281,t_3,9,7,math,g1,0,77
37292,t_3,7,9,math,g1,0,77
37303,t_3,8,9,math,g1,0,77
37314,t_3,9,9,math,g1,0,77
37325,t_3,6,10,math,g1,0,77
37336,t_3,7,10,math,g1,0,77
37347,t_3,8,10,math,g1,0,77
37358,t_3,9,10,math,g1,0,77
37369,t_3,7,11,math,g1,0,77
37380,t_3,8,11,math,g1,0,77
37391,t_3,9,11,math,g1,0,77
37402,t_3,7,13,math,g1,0,77
37413,t_3,8,13,math,g1,0,77
37424,t_3,9,13,math,g1,0,77
37435,t_3,6,14,math,g1,0,77
37446,t_3,7,14,math,g1,0,77
37457,t_3,8,14,math,g1,0,77
37468,t_3,6,16,math,g1,0,77
37479,t_3,7,16,math,g1,0,77
37490,t_3,8,16,math,g1,0,77
37501,t_3,6,17,math,g1,0,77
37512,t_3,7,17,math,g1,0,77
37523,t_3,8,17,math,g1,0,77
37534,t_3,9,17,math,g1,0,77
37545,t_3,6,18,math,g1,0,77
37556,t_3,7,18,math,g1,0,77
37567,t_3,8,18,math,g1,0,77
37578,t_3,9,18,math,g1,0,77
37589,t_3,6,19,math,g1,0,77
37600,t_3,7,19,math,g1,0,77
37611,t_3,8,19,math,g1,0,77
37622,t_3,7,22,math,g1,0,77
37633,t_3,8,22,math,g1,0,77
37644,t_3,6,23,math,g1,0,77
37655,t_3,7,23,math,g1,0,77
37666,t_3,8,23,math,g1,0,77
37677,t_3,9,23,math,g1,0,77
37688,t_3,6,24,math,g1,0,77
37699,t_3,7,24,math,g1,0,77
37710,t_3,8,24,math,g1,0,77
37721,t_3,7,32,math,g1,0,77
37732,t_3,8,32,math,g1,0,77
37743,t_3,9,32,math,g1,0,77
37754,t_3,6,33,math,g1,0,77
37765,t_3,7,33,math,g1,0,77
37776,t_3,8,33,math,g1,0,77
37787,t_3,9,33,math,g1,0,77
37798,t_3,6,34,math,g1,0,77
37809,t_3,7,34,math,g1,0,77
37820,t_3,8,34,math,g1,0,77
37831,t_3,9,34,math,g1,0,77
37842,t_3,6,35,math,g1,0,77
37853,t_3,7,35,math,g1,0,77
37864,t_3,8,35,math,g1,0,77
37875,t_3,6,37,math,g1,0,77
37886,t_3,7,37,math,g1,0,77
37897,t_3,8,37,math,g1,0,77
37908,t_3,9,38,math,g1,0,77
37919,t_3,9,39,math,g1,0,77
37930,t_3,9,40,math,g1,0,77
37941,t_3,9,41,math,g1,0,77
37952,t_3,6,7,math,g2,0,77
37963,t_3,7,7,math,g2,0,77
37974,t_3,8,7,math,g2,0,77
37985,t_3,9,7,math,g2,0,77
37996,t_3,7,9,math,g2,0,77
38007,t_3,8,9,math,g2,0,77
38018,t_3,9,9,math,g2,0,77
38029,t_3,6,10,math,g2,0,77
38040,t_3,7,10,math,g2,0,77
38051,t_3,8,10,math,g2,0,77
38062,t_3,9,10,math,g2,0,77
38073,t_3,7,11,math,g2,0,77
38084,t_3,8,11,math,g2,0,77
38095,t_3,9,11,math,g2,0,77
38106,t_3,7,13,math,g2,0,77
38117,t_3,8,13,math,g2,0,77
38128,t_3,9,13,math,g2,0,77
38139,t_3,6,14,math,g2,0,77
38150,t_3,7,14,math,g2,0,77
38161,t_3,8,14,math,g2,0,77
38172,t_3,6,16,math,g2,0,77
38183,t_3,7,16,math,g2,0,77
38194,t_3,8,16,math,g2,0,77
38205,t_3,6,17,math,g2,0,77
38216,t_3,7,17,math,g2,0,77
38227,t_3,8,17,math,g2,0,77
38238,t_3,9,17,math,g2,0,77
38249,t_3,6,18,math,g2,0,77
38260,t_3,7,18,math,g2,0,77
38271,t_3,8,18,math,g2,0,77
38282,t_3,9,18,math,g2,0,77
38293,t_3,6,19,math,g2,0,77
38304,t_3,7,19,math,g2,0,77
38315,t_3,8,19,math,g2,0,77
38326,t_3,7,22,math,g2,0,77
38337,t_3,8,22,math,g2,0,77
38348,t_3,6,23,math,g2,0,77
38359,t_3,7,23,math,g2,0,77
38370,t_3,8,23,math,g2,0,77
38381,t_3,9,23,math,g2,0,77
38392,t_3,6,24,math,g2,0,77
38403,t_3,7,24,math,g2,0,77
38414,t_3,8,24,math,g2,0,77
38425,t_3,7,32,math,g2,0,77
38436,t_3,8,32,math,g2,0,77
38447,t_3,9,32,math,g2,0,77
38458,t_3,6,33,math,g2,0,77
38469,t_3,7,33,math,g2,0,77
38480,t_3,8,33,math,g2,0,77
38491,t_3,9,33,math,g2,0,77
38502,t_3,6,34,math,g2,0,77
38513,t_3,7,34,math,g2,0,77
38524,t_3,8,34,math,g2,0,77
38535,t_3,9,34,math,g2,0,77
38546,t_3,6,35,math,g2,0,77
38557,t_3,7,35,math,g2,0,77
38568,t_3,8,35,math,g2,0,77
38579,t_3,6,37,math,g2,0,77
38590,t_3,7,37,math,g2,0,77
38601,t_3,8,37,math,g2,0,77
38612,t_3,9,38,math,g2,0,77
38623,t_3,9,39,math,g2,0,77
38634,t_3,9,40,math,g2,0,77
38645,t_3,9,41,math,g2,0,77
38656,t_3,6,7,math,g3,0,77
38667,t_3,7,7,math,g3,0,77
38678,t_3,8,7,math,g3,0,77
38689,t_3,9,7,math,g3,0,77
38700,t_3,7,9,math,g3,0,77
38711,t_3,8,9,math,g3,0,77
38722,t_3,9,9,math,g3,0,77
38733,t_3,6,10,math,g3,0,77
38744,t_3,7,10,math,g3,0,77
38755,t_3,8,10,math,g3,0,77
38766,t_3,9,10,math,g3,0,77
38777,t_3,7,11,math,g3,0,77
38788,t_3,8,11,math,g3,0,77
38799,t_3,9,11,math,g3,0,77
38810,t_3,7,13,math,g3,0,77
38821,t_3,8,13,math,g3,0,77
38832,t_3,9,13,math,g3,0,77
38843,t_3,6,14,math,g3,0,77
38854,t_3,7,14,math,g3,0,77
38865,t_3,8,14,math,g3,0,77
38876,t_3,6,16,math,g3,0,77
38887,t_3,7,16,math,g3,0,77
38898,t_3,8,16,math,g3,0,77
38909,t_3,6,17,math,g3,0,77
38920,t_3,7,17,math,g3,0,77
38931,t_3,8,17,math,g3,0,77
38942,t_3,9,17,math,g3,0,77
38953,t_3,6,18,math,g3,0,77
38964,t_3,7,18,math,g3,0,77
38975,t_3,8,18,math,g3,0,77
38986,t_3,9,18,math,g3,0,77
38997,t_3,6,19,math,g3,0,77
39008,t_3,7,19,math,g3,0,77
39019,t_3,8,19,math,g3,0,77
39030,t_3,7,22,math,g3,0,77
39041,t_3,8,22,math,g3,0,77
39052,t_3,6,23,math,g3,0,77
39063,t_3,7,23,math,g3,0,77
39074,t_3,8,23,math,g3,0,77
39085,t_3,9,23,math,g3,0,77
39096,t_3,6,24,math,g3,0,77
39107,t_3,7,24,math,g3,0,77
39118,t_3,8,24,math,g3,0,77
39129,t_3,7,32,math,g3,0,77
39140,t_3,8,32,math,g3,0,77
39151,t_3,9,32,math,g3,0,77
39162,t_3,6,33,math,g3,0,77
39173,t_3,7,33,math,g3,0,77
39184,t_3,8,33,math,g3,0,77
39195,t_3,9,33,math,g3,0,77
39206,t_3,6,34,math,g3,0,77
39217,t_3,7,34,math,g3,0,77
39228,t_3,8,34,math,g3,0,77
39239,t_3,9,34,math,g3,0,77
39250,t_3,6,35,math,g3,0,77
39261,t_3,7,35,math,g3,0,77
39272,t_3,8,35,math,g3,0,77
39283,t_3,6,37,math,g3,0,77
39294,t_3,7,37,math,g3,0,77
39305,t_3,8,37,math,g3,0,77
39316,t_3,9,38,math,g3,0,77
39327,t_3,9,39,math,g3,0,77
39338,t_3,9,40,math,g3,0,77
39349,t_3,9,41,math,g3,0,77
39360,t_3,6,7,math,g4,0,77
39371,t_3,7,7,math,g4,0,77
39382,t_3,8,7,math,g4,0,77
39393,t_3,9,7,math,g4,0,77
39404,t_3,7,9,math,g4,0,77
39415,t_3,8,9,math,g4,0,77
39426,t_3,9,9,math,g4,0,77
39437,t_3,6,10,math,g4,0,77
39448,t_3,7,10,math,g4,0,77
39459,t_3,8,10,math,g4,0,77
39470,t_3,9,10,math,g4,0,77
39481,t_3,7,11,math,g4,0,77
39492,t_3,8,11,math,g4,0,77
39503,t_3,9,11,math,g4,0,77
39514,t_3,7,13,math,g4,0,77
39525,t_3,8,13,math,g4,0,77
39536,t_3,9,13,math,g4,0,77
39547,t_3,6,14,math,g4,0,77
39558,t_3,7,14,math,g4,0,77
39569,t_3,8,14,math,g4,0,77
39580,t_3,6,16,math,g4,0,77
39591,t_3,7,16,math,g4,0,77
39602,t_3,8,16,math,g4,0,77
39613,t_3,6,17,math,g4,0,77
39624,t_3,7,17,math,g4,0,77
39635,t_3,8,17,math,g4,0,77
39646,t_3,9,17,math,g4,0,77
39657,t_3,6,18,math,g4,0,77
39668,t_3,7,18,math,g4,0,77
39679,t_3,8,18,math,g4,0,77
39690,t_3,9,18,math,g4,0,77
39701,t_3,6,19,math,g4,0,77
39712,t_3,7,19,math,g4,0,77
